==16113== NVPROF is profiling process 16113, command: ./nn filelist_4 -r 5 -lat 30 -lng 90
==16113== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==16113== Profiling application: ./nn filelist_4 -r 5 -lat 30 -lng 90
==16113== Profiling result:
==16113== Metric result:
"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"tex_utilization","Unified Cache Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"tex_fu_utilization","Texture Function Unit Utilization","Low (2)","Low (2)","Low (2)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"half_precision_fu_utilization","Half-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (3)","Low (3)","Low (3)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"double_precision_fu_utilization","Double-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_hp_efficiency","FLOP Efficiency(Peak Half)",0.000000%,0.000000%,0.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.852164%,1.093973%,0.955027%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",0.000000%,0.000000%,0.000000%
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"pcie_total_data_transmitted","PCIe Total Data Transmitted",0,512,73
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"pcie_total_data_received","PCIe Total Data Received",0,512,219
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_global_loads","Warp level instructions for global loads",2674,2674,2674
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_local_loads","Warp level instructions for local loads",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_shared_loads","Warp level instructions for shared loads",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_global_stores","Warp level instructions for global stores",1337,1337,1337
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_local_stores","Warp level instructions for local stores",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_shared_stores","Warp level instructions for shared stores",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_global_atomics","Warp level instructions for global atom and atom cas",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_global_reductions","Warp level instructions for global reductions",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",342112,342112,342112
"Tesla P100-SXM2-16GB (0)","euclid(latLong*, float*, int, float, float)",7,"l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",0,0,0
